OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-715337,14087,Organic Milk Chocolate,Green & Black'S,90.0,United Kingdom,2024-06-17,22.67
REC-195153,7641,Noir Extra,Poulain,100.0,France,2026-01-26,23.04
REC-550594,9230,Le Cookie Chocolat Noisette,Bjorg,200.0,France,2024-06-03,17.62
REC-598496,6586,Tonik,Bimo,121.0,France,2025-01-07,21.63
REC-469768,8105,Tartines Céréales G,La Boulangère,450.0,France,2026-01-05,12.68
REC-825324,7206,Spofy,Henry'S,50.0,France,2024-11-20,16.28
REC-734212,9909,Digestive Avena,Hacendado,200.0,Portugal,2025-08-31,8.32
REC-967946,8890,Galettes St Michel Au Beurre X G,St Michel,130.0,Belgium,2024-05-13,10.36
REC-561526,12868,Petit Brun Extra,Brun,146.0,France,2025-12-26,4.41
REC-306391,8081,Bn Casse Croute Biscuits G,Bn,400.0,France,2024-10-01,1.85
REC-518782,13160,Goûter Aux Écorces Confites,Gerblé,360.0,France,2025-11-15,5.87
REC-994456,14348,Шоколад С Парченца Малини,J.D. Gross,125.0,Bulgaria,2024-11-27,13.16
REC-245946,5600,Milka Tablette Noisette,Milka,100.0,Algeria,2025-07-28,18.95
REC-986860,14640,Sablé Saveur Coco,Gerblé,132.0,Belgium,2025-03-16,13.36
REC-253786,8062,Moelleux Chocolat,Belvita,250.0,Belgium,2024-04-25,16.82
REC-940169,14012,Capri Choco,-,45.0,Morocco,2025-02-27,12.68
REC-908189,12873,Ferrero Rocher,Ferrero,375.0,Algeria,2024-12-23,24.19
REC-722929,11952,Noir Degustation Caramel,J. D. Gross,125.0,France,2024-08-01,1.32
REC-215654,9846,Excellence Noir Délicat Doux Cacao,Lindt Excellence,100.0,Austria,2024-05-21,20.25
REC-107243,11322,La Madeleine Pur Beurre,Bonne Maman,30012.0,France,2025-05-21,16.68
REC-810626,13882,,Bimo,41.0,Morocco,2025-05-19,12.58
REC-662848,7254,Blueberry Muffin Raw Fruit Nut Bar,Nākd,35.0,United Kingdom,2024-08-31,20.63
REC-184393,14014,Oreo Original,Oreo,154.0,Austria,2024-10-15,13.24
REC-317612,6203,Benco Original,Benco,400.0,France,2024-12-05,1.14
REC-421289,10212,Pringles Sour Cream,Pringles,165.0,Belgium,2024-04-07,18.43
REC-525010,10985,Pelotazos Futebolas,Cheetos,32.0,France,2024-04-13,2.57
REC-425933,11633,Apple Raisin Oat Bars,Deliciously Ella,350.0,France,2024-02-21,12.68
REC-958697,8352,Crunchy Oats And Dark Chocolate Barres De G,-,42.0,Belgium,2025-05-12,9.32
REC-137198,9309,Nutri Avoine Complet,Bjorg,13034.0,France,2024-06-27,12.68
REC-312331,6897,PeterS Yard Original Sourdough Crackers,-,180.0,France,2026-01-25,20.18
REC-475606,13792,,Aiguebelle,100.0,France,2024-04-09,12.58
REC-384172,10530,Cuetara Digesta Light G Marie Cookies,-,200.0,France,2025-10-20,6.38
REC-394564,14380,Cacao,Lactel,39.0,Belgium,2026-01-17,7.07
REC-483457,9297,Chip Choco Zero Sin Azúcares,Gullón,125.0,Portugal,2025-04-29,12.68
REC-613302,12237,Gingembre Saveur Citron 🍋,Gerblé,132.0,France,2025-11-22,24.85
REC-558106,6457,,-,180.0,Morocco,2025-08-10,12.58
REC-756048,10104,Kinder Country,Kinder,2115.0,Austria,2024-08-18,19.95
REC-731114,7998,Sweet Salty Popcorn,Proper Corn,14.0,United Kingdom,2025-09-21,16.02
REC-881552,13965,Gocciole Classiche Pav Gr,Pavesi,500.0,Belgium,2025-10-27,17.3
REC-687196,7075,Protein Caramel Salé Cacahuètes,Nature Valley,160440.0,France,2025-08-17,17.22
REC-542590,8875, Cocoa Dark Chocolate,Moser Roth,125.0,United Kingdom,2025-07-01,18.29
REC-447906,6547,Noir Equitable Pérou,Alter Eco,100.0,Belgium,2025-07-31,1.22
REC-187921,5654,Nutella,Ferrero,825.0,Deutschland,2024-07-04,13.84
REC-272094,5174,Oatibix,-,24.0,France,2024-07-02,13.15
REC-477529,14784,Kinder Cards,Ferrero,128.0,Belgium,2025-12-17,10.3
REC-563532,9187,Petites Madeleines Pépites Chocolat,St Michel,400.0,France,2025-08-31,11.68
REC-172405,5318, Pains Au Lait Frais Bio G,-,280.0,France,2025-02-20,21.26
REC-326784,10469,,Bimo,21.0,Morocco,2024-05-15,12.58
REC-601917,6223,Single Origin Milk Chocolate,Marks & Spencer,100.0,France,2025-01-06,21.81
REC-542762,6066,Petit Cookies Pépites De Chocolat,Bonne Maman,250.0,Belgium,2024-07-17,5.73
REC-600233,8833,Petit Écolier Chocolat Noir Pur Beurre De Cacao,Lu,150.0,Canada,2024-08-28,6.15
REC-120129,10797,Sweet Salty Popcorn,Proper Corn,84.0,United Kingdom,2024-05-06,3.61
REC-614314,11805,Cocoa Vanilla Oat Boosts,Graze,430.0,France,2024-07-20,14.0
REC-151525,5140,Megachok,Arluy,500.0,France,2024-05-28,18.21
REC-217744,7396,Cranberry Saveur Amande,Gerblé,13243.0,Frankrijk,2025-05-12,9.15
REC-737686,10860,Biscuits Graines Kasha Sésame Pavot,-,13243.0,France,2024-08-01,21.57
REC-310932,14834,Chocolat Noir Madagascar,Ethiquable,100.0,France,2025-04-19,7.05
REC-343699,13161,Véritable Petit Beurre,Lu,200.0,France,2024-07-26,19.29
REC-499216,11117,Texas Bbq Sauce,Pringles,165.0,Belgium,2024-03-02,3.96
REC-117524,5039,Extrem,Excelo,36.0,Morocco,2025-10-18,23.56
REC-799646,10029,Sablés Chocolat,Mcvitie'S,300.0,France,2025-04-07,1.73
REC-452768,9793,Nakd Protein Cacao Noisette G XP,Nakd,45.0,France,2024-07-03,12.68
REC-734503,14206,Kinder Bueno,Kinder,43.0,Algeria,2024-12-31,10.66
REC-426267,11642,Wheat Biscuits,By Sainsbury'S,462.5,Gb,2024-04-21,23.04
REC-616790,14425,Shortbread Fingers,Walker'S,160.0,United Kingdom,2025-09-16,1.6
REC-519560,7176,Chips Saveur Fromage Du Jura,Brets,125.0,France,2024-10-24,21.83
REC-876426,12754,Top Cookies,Excelo,28.0,Morocco,2025-01-16,12.68
REC-255749,14155,Cooky Original Chocolate Chips,Be,40.0,Morocco,2025-03-12,14.76
REC-335372,13315,Fine Milled Oatcakes,Nairn'S,218.0,Frankrijk,2024-12-20,4.83
REC-824167,8454,Chips De Lentilles Saveur Tomate Mozza,-,85.0,France,2025-11-14,7.7
REC-892701,8042,Fruit Seed Oatcakes,Nairn'S,190.0,France,2024-11-27,3.52
REC-109243,7429,Milka Oreo,Milka Oreo,25.0,France,2025-06-08,2.72
REC-222245,8897,Chocolate Negro,Carrefour Bio,100.0,Belgium,2025-03-28,9.67
REC-603051,7517,Cocoa Orange,Nakd,35.0,Royaume Uni,2025-08-06,16.7
REC-147698,13137,Savane,Brossard,310.0,France,2024-07-02,21.12
REC-909087,14717,Nutabella,-,900.0,Morocco,2024-07-25,18.46
REC-659364,13462,Absolute Black Dark Chocolate,Montezuma'S,90.0,Spain,2025-03-30,7.04
REC-431149,8527,Eyoo,Excelo,36.0,France,2025-05-05,19.74
REC-194215,6870,Flash Wondermint Gum,Flash,512.0,France,2024-07-23,17.85
REC-801190,13662,Biscuits Mega Duo Imp,Gullón,500.0,France,2025-12-15,7.25
REC-531273,9147,Cooky,Be,100.0,Morocco,2024-12-22,10.84
REC-426965,14311,Dark Chocolate Chip Oat Biscuits,Nairn'S,200.0,France,2024-06-21,1.2
REC-412341,14101,G Lt Noisette Cote D Or,Côte D'Or,180.0,Algeria,2025-02-23,10.13
REC-842128,14185,Dark Chocolate,Tesco Finest,100.0,United Kingdom,2025-05-06,12.39
REC-513271,10123,Merci Finest Selection Assorted Chocolates,Storck,250.0,Austria,2024-06-15,13.74
REC-901924,5988,Lotus Biscoff Speculoos Original G XG,Lotus Bakeries,250.0,Belgium,2025-10-22,6.98
REC-738096,8362,Noir Intense,-,100.0,Belgium,2025-02-21,23.87
REC-554502,11920,Biscuits Germe De Blé Et Pépites De Chocolat,Lidl,20045.0,France,2024-03-16,4.49
REC-415207,14283,Milka Wholenut,Milka,150.0,France,2025-04-14,2.02
REC-932547,13331,Nakd Peanut Butter Protein Bar,Nakd,345.0,France,2024-05-02,16.1
REC-225200,13078,Fine Gourmande Noir ,Fine Gourmande,100.0,France,2025-08-05,17.64
REC-700756,6550,Barre Céréales Protéines Peanut Chocolat🍫,Nature Valley,160.0,Belgium,2025-05-22,3.22
REC-104753,5467,Nature Valley Crunchy Oats Honey,Nature Valley,160.0,France,2025-01-01,13.98
REC-563677,10401,BOno Wafer,Excelo,36.0,Morocco,2024-02-18,22.57
REC-215776,13213,Cracotte Chocolat,Lu,200.0,Belgium,2025-09-15,8.73
REC-528518,12571,Tortilla Nachips Original,Old El Paso,185.0,Austria,2025-12-19,12.68
REC-636347,13593,Tentation Aiguebelle,Aiguebelle,100.0,Morocco,2024-11-16,14.26
REC-411150,6118,Nut Fruit Mix Classic,Alesto,200.0,Bulgaria,2025-04-13,3.62
REC-740006,14976,Baiocchi Nocciola G,Barilla,260.0,France,2026-01-18,1.02
REC-786767,11518,Table Water,Carr'S,125.0,France,2025-03-02,4.99
REC-546635,8778,Biscoff,-,250.0,Armenien,2025-09-16,11.99
REC-140146,5570,BReady Pièces,Ferrero,132.0,Belgium,2025-01-10,10.97
REC-594620,8463,Cheese Onion Flavour Potato Crisps,Walkers,25.0,United Kingdom,2025-05-19,7.05
REC-116922,7404,PimS Sinaasappel,Lu,15012.0,Belgium,2025-05-03,17.63
REC-307325,5909,Dark Chocolate Nuts Sea Salt Bars,Kind,33090.0,Gb,2025-07-27,19.81
REC-147375,13240,Noir Intense Dessert ,Lindt,200.0,France,2026-01-27,5.7
REC-255248,6169,Biscuits Soja Figue,Gerblé,270.0,Belgium,2024-10-30,5.23
REC-477166,11681,Cream Crackers,Tesco,300.0,France,2024-09-01,15.59
REC-984645,13750,Le Petit Gerblé Nature,Gerblé,200.0,Fr,2024-11-20,11.76
REC-637099,10108,Bastogne,Lu,260.0,France,2024-04-02,24.22
REC-872243,7122,G Ferrero Rocher Tablette Lt,Ferrero Rocher,90.0,Belgium,2025-05-18,20.01
REC-256797,10421,Chocolate Bar Snickers,Snickers,50.0,Bulgaria,2025-04-17,18.94
REC-891221,7883,Noix De Cajou Cranberries,Alesto,200.0,Belgium,2025-08-27,12.68
REC-668354,5029,Chamonix,Lu,25020125.0,France,2024-03-18,12.68
REC-163360,12757,Twix Twin,Mars Wrigley,50.0,Belgium,2024-08-28,2.23
REC-817759,11291,After Eight Coffret G,Nestlé,300.0,Belgium,2026-01-03,12.68
REC-919628,7157,Cookie Chocolat Saveur Noisette Sans Sucres,Gerblé,130.0,France,2024-11-07,16.9
REC-828515,9969,,-,180.0,Morocco,2025-08-15,12.58
REC-653547,11328,Napolitain,Aiguebelle,4.0,Morocco,2024-06-07,2.74
REC-124019,10597,Biscuit Chocolat Saveur Amande,Gerblé,200.0,France,2024-08-31,12.36
REC-234442,14276,Sablé Sésame Saveur Vanille Gerblé Sans Sucres,Gerblé,132.0,France,2025-08-21,4.09
REC-224813,11208,Gerblé Sablés Sans Sucres Saveur Citron Et Yuzu G Oz,-,13234.0,Belgium,2024-11-17,23.59
REC-886778,8143,Ferrero Rocher X ,Ferrero,200.0,Dänemark,2024-09-12,13.75
REC-222243,8407,Fakiat Barbeque,Leader Food,18.0,France,2025-09-15,5.96
REC-956956,13224,Sticks Et Bretzels DAlsace,Dr. Oetker,300.0,France,2025-02-11,16.9
REC-565596,12121,Sea Salt Balsamic Vinegar Crisps,Kettle,130.0,Ireland,2024-03-27,4.56
REC-468646,11217,Excellence Noir Orange Intense,Lindt,100.0,Canada,2025-08-19,22.06
REC-706461,6671,CroustiSon Miel 🍯🐝Sésame,Gerblé,200.0,France,2025-03-29,21.38
REC-258452,6678,Pringles Hot Spicy,Pringles,165.0,Croatie,2025-04-07,13.3
REC-391937,10925,Sea Salted,Seabrook,625.0,United Kingdom,2025-04-10,12.68
REC-541786,12292,Kinder Délice Pack,Kinder,390.0,France,2026-02-04,18.76
REC-705116,8552,Fourrés Chocolat Lait Noisettes,Bjorg,182.0,France,2026-01-15,3.34
REC-618179,7791,Tartines Craquantes Au Sarrasin,-,180.0,Belgium,2024-09-15,15.46
REC-805713,7030,Hohos,-,180.0,Morocco,2026-01-04,10.24
REC-787344,8824,Lemon Blueberry Oat Boosts,Graze,430.0,Gb,2025-08-19,6.98
REC-452636,5813,Bimo,Merendina,36.0,Morocco,2025-03-02,12.78
REC-388435,6058,Oreo Original,Mondelez,153.5,Morocco,2024-07-23,16.2
REC-410200,11324,Malt Loaf,Soreen,170.0,France,2025-04-06,18.84
REC-431929,10622,Kinder Chocolate,Kinder,50.0,Algeria,2024-05-25,14.96
REC-595599,14494,Whole Nut Milk Chocolate,Fin Carré,100.0,Bulgaria,2025-05-22,17.98
REC-420462,11667,Cuor Di Cereale,Galletas Gullon,300.0,Bulgaria,2025-01-03,12.52
REC-276469,9429,Milk Chocolate,Tony'S Chocolonely,180.0,United Kingdom,2024-09-26,1.92
REC-110488,12529,Smoky Barbecue Crunch,Graze,100.0,United Kingdom,2025-01-22,12.68
REC-278242,14213,Sablé Nature Sans Sucres,Gerblé,132.0,France,2025-02-28,20.37
REC-304978,5948,Break Chocolate Fingers,Break,31.0,Lebanon,2024-11-29,15.29
REC-938382,10480,Gifflar Cannelle,Pågen,260.0,France,2026-02-03,23.2
REC-752253,8165,Gaufres Miel,Bjorg,175.0,Croatia,2025-12-24,12.68
REC-668825,9445,Veg Crisps,Tyrrell'S,125.0,France,2025-10-29,10.65
REC-714142,7706,Top Cookies Original,Excelo,32.0,Morocco,2024-06-04,3.0
REC-155683,14201,Tartines Craquantes Froment,Maître Jean Pierre,250.0,Belgium,2025-12-07,16.14
REC-614633,11197, Cacao Noir,Carrefour,80.0,France,2025-03-30,4.16
REC-810541,10650,Peanut Delight,Nākd,435.0,Royaume Uni,2024-03-11,14.72
REC-719038,8305,Excelo Nougat,Excelo,36.0,Morocco,2024-12-28,12.68
REC-891439,8216,Kinder Kinderini,Ferrero,250.0,France,2026-01-02,7.97
REC-590398,14693,,Ferrero Rocher,90.0,Australia,2024-10-31,12.58
REC-828436,12339,Buscalios,Risi,35.0,France,2025-10-13,22.21
REC-231742,11533,Biscuits Tacos,Reda Food,180.0,Morocco,2024-06-25,7.47
