City,Price,Day,Room Type,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km),Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index,Location Category,Overall Score
Amsterdam,716.38,Weekday,Entire Home/Apt,False,False,5,True,0,0,10,96,2,3.7,0.4,116.72,6.18,147.25,10.26,Medium-Sized City,98.0
Amsterdam,350.1,Weekday,Private Room,False,True,2,False,1,0,10,91,0,1.1,0.96,293.06,15.52,426.57,29.72,City Center,95.5
Amsterdam,319.64,Weekday,Private Room,False,True,2,False,0,1,10,97,1,0.38,0.31,666.91,35.31,811.49,56.55,City Center,98.5
Amsterdam,467.04,Weekday,Private Room,False,True,3,False,0,1,10,96,1,0.47,0.14,767.1,40.62,825.05,57.49,City Center,98.0
Amsterdam,983.29,Weekday,Entire Home/Apt,False,False,3,True,0,0,10,100,2,1.43,1.35,322.02,17.05,423.35,29.5,City Center,100.0
Amsterdam,298.78,Weekday,Private Room,False,True,2,True,0,0,9,94,0,4.22,1.52,108.75,5.76,138.79,9.67,Medium-Sized City,92.0
Amsterdam,196.61,Weekday,Private Room,False,True,4,False,0,0,9,94,1,6.2,2.37,65.76,3.48,81.38,5.67,Suburbs,92.0
Amsterdam,430.25,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,96,1,3.02,0.79,144.55,7.65,182.76,12.74,Medium-Sized City,98.0
Amsterdam,319.64,Weekday,Private Room,False,True,2,False,0,1,9,95,1,0.36,0.21,1238.47,65.58,755.13,52.62,City Center,92.5
Amsterdam,405.64,Weekday,Private Room,False,True,4,True,0,0,9,98,1,5.04,1.25,87.2,4.62,109.1,7.6,Suburbs,94.0
Amsterdam,334.17,Weekday,Private Room,False,True,2,True,1,0,10,97,1,1.15,0.9,425.35,22.52,628.01,43.76,City Center,98.5
Amsterdam,491.88,Weekday,Private Room,False,True,2,False,0,1,9,98,1,0.38,0.19,1888.55,100.0,747.8,52.11,City Center,94.0
Amsterdam,319.64,Weekday,Private Room,False,True,2,False,0,1,9,95,1,0.36,0.22,1030.28,54.55,761.55,53.07,City Center,92.5
Amsterdam,780.35,Weekday,Private Room,False,True,4,False,0,1,10,100,5,1.4,0.86,311.01,16.47,350.85,24.45,City Center,100.0
Amsterdam,355.03,Weekday,Entire Home/Apt,False,False,2,False,0,0,9,90,1,1.48,0.54,334.98,17.74,370.01,25.78,City Center,90.0
Amsterdam,1044.69,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,98,2,1.51,0.18,304.28,16.11,364.86,25.42,City Center,99.0
Amsterdam,847.84,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,98,3,1.27,1.16,363.99,19.27,480.58,33.49,City Center,99.0
Amsterdam,373.77,Weekday,Private Room,False,True,2,True,1,0,10,98,1,0.98,1.1,355.61,18.83,528.58,36.83,City Center,99.0
Amsterdam,613.27,Weekday,Entire Home/Apt,False,False,4,False,1,0,9,84,1,0.23,0.46,562.27,29.77,798.41,55.63,City Center,87.0
Amsterdam,238.32,Weekday,Private Room,False,True,2,True,0,0,10,98,1,5.84,3.83,73.92,3.91,92.57,6.45,Suburbs,99.0
Amsterdam,430.25,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,97,1,3.03,0.91,139.93,7.41,176.92,12.33,Medium-Sized City,98.5
Amsterdam,348.0,Weekday,Entire Home/Apt,False,False,3,False,0,1,6,77,2,4.42,0.45,117.23,6.21,148.95,10.38,Medium-Sized City,68.5
Amsterdam,330.42,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,98,1,2.56,1.25,167.55,8.87,209.17,14.58,Medium-Sized City,99.0
Amsterdam,1179.67,Weekday,Entire Home/Apt,False,False,4,True,1,0,10,99,2,0.63,0.58,542.75,28.74,676.57,47.14,City Center,99.5
Amsterdam,259.18,Weekday,Private Room,False,True,2,True,1,0,10,98,1,5.24,0.67,100.42,5.32,124.58,8.68,Suburbs,99.0
Amsterdam,277.93,Weekday,Private Room,False,True,2,True,0,0,10,97,1,3.83,2.39,114.09,6.04,144.91,10.1,Medium-Sized City,98.5
Amsterdam,467.04,Weekday,Entire Home/Apt,False,False,3,False,0,0,9,96,2,2.39,1.43,181.67,9.62,225.95,15.74,Medium-Sized City,93.0
Amsterdam,583.74,Weekday,Entire Home/Apt,False,False,2,True,0,0,10,99,1,2.57,1.47,149.0,7.89,189.31,13.19,Medium-Sized City,99.5
Amsterdam,374.94,Weekday,Private Room,False,True,4,False,0,1,6,88,1,0.94,0.73,320.24,16.96,458.13,31.92,City Center,74.0
Amsterdam,372.37,Weekday,Private Room,False,True,2,False,0,0,10,97,1,3.89,0.66,147.23,7.8,179.49,12.51,Medium-Sized City,98.5
Amsterdam,479.23,Weekday,Shared Room,True,False,2,True,0,0,10,96,1,1.38,0.08,549.51,29.1,555.06,38.68,City Center,98.0
Amsterdam,454.85,Weekday,Entire Home/Apt,False,False,2,True,0,0,10,98,1,2.28,1.83,164.16,8.69,210.69,14.68,Medium-Sized City,99.0
Amsterdam,206.45,Weekday,Private Room,False,True,2,False,0,0,9,95,1,6.79,2.44,69.1,3.66,85.69,5.97,Suburbs,92.5
Amsterdam,497.74,Weekday,Private Room,False,True,2,False,1,0,10,95,1,1.1,0.99,295.53,15.65,431.27,30.05,City Center,97.5
Amsterdam,399.55,Weekday,Entire Home/Apt,False,False,2,True,0,0,10,97,1,9.34,0.38,49.33,2.61,61.59,4.29,Suburbs,98.5
Amsterdam,761.84,Weekday,Private Room,False,True,4,False,0,0,9,93,2,1.09,1.22,367.63,19.47,434.21,30.26,City Center,91.5
Amsterdam,317.06,Weekday,Private Room,False,True,2,False,1,0,8,90,1,2.63,1.17,151.04,8.0,191.46,13.34,Medium-Sized City,85.0
Amsterdam,319.41,Weekday,Private Room,False,True,2,False,0,0,10,96,1,0.35,0.5,500.52,26.5,797.98,55.6,City Center,98.0
Amsterdam,209.03,Weekday,Private Room,False,True,2,True,1,0,10,97,1,4.69,3.63,90.39,4.79,112.99,7.87,Medium-Sized City,98.5
Amsterdam,209.03,Weekday,Private Room,False,True,2,True,1,0,10,98,1,4.61,3.63,92.05,4.87,115.16,8.02,Medium-Sized City,99.0
Amsterdam,640.45,Weekday,Entire Home/Apt,False,False,2,False,0,0,9,96,1,1.73,0.5,386.06,20.44,430.87,30.02,City Center,93.0
Amsterdam,209.03,Weekday,Private Room,False,True,2,True,1,0,10,98,1,4.69,3.6,90.28,4.78,112.8,7.86,Medium-Sized City,99.0
Amsterdam,934.08,Weekday,Private Room,False,True,4,True,1,0,10,96,1,1.12,0.38,373.36,19.77,414.25,28.87,City Center,98.0
Amsterdam,210.2,Weekday,Private Room,False,True,2,False,1,0,9,88,1,2.48,1.33,172.83,9.15,215.36,15.01,Medium-Sized City,89.0
Amsterdam,221.22,Weekday,Private Room,False,True,2,False,0,0,9,94,1,6.06,1.75,77.95,4.13,96.98,6.76,Suburbs,92.0
Amsterdam,441.26,Weekday,Private Room,False,True,2,False,1,0,10,91,1,0.79,0.73,362.76,19.21,522.45,36.4,City Center,95.5
Amsterdam,325.5,Weekday,Private Room,False,True,2,False,1,0,8,80,1,0.92,0.78,327.1,17.32,478.72,33.36,City Center,80.0
Amsterdam,792.77,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,97,2,5.9,1.94,78.76,4.17,97.76,6.81,Suburbs,98.5
Amsterdam,213.95,Weekday,Private Room,False,True,2,True,0,0,10,93,1,7.02,0.22,68.85,3.65,86.9,6.06,Suburbs,96.5
Amsterdam,1557.19,Weekday,Entire Home/Apt,False,False,4,True,0,0,9,98,2,0.75,0.81,834.25,44.17,603.66,42.06,City Center,94.0
Amsterdam,317.06,Weekday,Private Room,False,True,2,True,0,0,10,99,1,3.4,1.51,112.42,5.95,140.58,9.8,Medium-Sized City,99.5
Amsterdam,319.64,Weekday,Entire Home/Apt,False,False,2,True,0,0,10,95,1,3.4,0.71,159.63,8.45,201.24,14.02,Medium-Sized City,97.5
Amsterdam,1044.69,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,98,1,3.0,1.63,146.79,7.77,189.4,13.2,Medium-Sized City,99.0
Amsterdam,310.97,Weekday,Entire Home/Apt,False,False,2,False,0,0,9,94,1,3.57,2.62,118.86,6.29,151.68,10.57,Medium-Sized City,92.0
Amsterdam,295.03,Weekday,Entire Home/Apt,False,False,2,False,0,0,9,92,1,4.67,2.98,84.35,4.47,105.92,7.38,Medium-Sized City,91.0
Amsterdam,344.25,Weekday,Entire Home/Apt,False,False,2,False,0,0,7,82,0,4.16,0.1,118.85,6.29,151.48,10.56,Medium-Sized City,76.0
Amsterdam,3004.94,Weekday,Entire Home/Apt,False,False,4,False,0,0,9,95,4,1.62,1.4,216.67,11.47,283.62,19.76,City Center,92.5
Amsterdam,539.22,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,98,1,3.78,0.92,138.15,7.32,173.64,12.1,Medium-Sized City,99.0
Amsterdam,460.95,Weekday,Private Room,False,True,2,True,0,0,10,98,1,0.59,0.4,533.69,28.26,946.27,65.94,City Center,99.0
Amsterdam,1376.51,Weekday,Entire Home/Apt,False,False,4,True,0,1,10,93,2,1.93,1.59,185.07,9.8,248.42,17.31,City Center,96.5
Amsterdam,415.49,Weekday,Entire Home/Apt,False,False,4,True,1,0,10,98,1,5.04,1.73,78.5,4.16,97.63,6.8,Suburbs,99.0
Amsterdam,215.12,Weekday,Private Room,False,True,2,True,0,0,10,95,1,3.6,2.46,115.4,6.11,143.57,10.0,Medium-Sized City,97.5
Amsterdam,393.46,Weekday,Private Room,False,True,2,True,0,0,10,97,1,1.5,0.23,321.43,17.02,395.45,27.56,City Center,98.5
Amsterdam,232.23,Weekday,Private Room,False,True,2,False,0,0,10,97,0,3.72,1.56,103.66,5.49,129.69,9.04,Medium-Sized City,98.5
Amsterdam,774.26,Weekday,Entire Home/Apt,False,False,2,True,0,0,10,100,1,1.81,0.52,397.76,21.06,440.02,30.66,City Center,100.0
Amsterdam,291.05,Weekday,Private Room,False,True,2,False,0,0,9,90,1,0.65,0.35,400.55,21.21,659.91,45.98,City Center,90.0
Amsterdam,604.6,Weekday,Entire Home/Apt,False,False,4,True,1,0,10,95,1,1.88,0.71,307.39,16.28,397.31,27.68,City Center,97.5
Amsterdam,467.04,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,97,1,1.41,1.38,310.11,16.42,409.42,28.53,City Center,98.5
Amsterdam,744.5,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,92,0,2.68,1.84,219.39,11.62,268.47,18.71,Medium-Sized City,96.0
Amsterdam,250.74,Weekday,Private Room,False,True,2,True,1,0,10,94,1,2.06,1.56,307.32,16.27,340.0,23.69,Medium-Sized City,97.0
Amsterdam,544.14,Weekday,Private Room,False,True,4,True,1,0,10,97,2,1.79,1.87,225.48,11.94,277.36,19.33,City Center,98.5
Amsterdam,424.16,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,97,1,3.34,0.65,156.64,8.29,199.28,13.89,Medium-Sized City,98.5
Amsterdam,675.6,Weekday,Entire Home/Apt,False,False,2,True,0,0,10,97,1,1.23,0.49,413.53,21.9,546.83,38.1,City Center,98.5
Amsterdam,909.47,Weekday,Entire Home/Apt,False,False,4,True,1,0,10,98,2,2.62,0.43,253.5,13.42,323.28,22.53,Medium-Sized City,99.0
Amsterdam,264.1,Weekday,Private Room,False,True,2,True,0,0,10,98,1,2.85,1.07,147.96,7.83,189.04,13.17,Medium-Sized City,99.0
Amsterdam,196.61,Weekday,Private Room,False,True,2,True,1,0,10,97,1,10.72,0.45,42.65,2.26,53.04,3.7,Suburbs,98.5
Amsterdam,700.44,Weekday,Entire Home/Apt,False,False,4,True,0,0,9,97,2,4.93,1.01,92.05,4.87,114.37,7.97,Medium-Sized City,93.5
Amsterdam,307.22,Weekday,Private Room,False,True,2,True,0,0,10,99,1,3.82,2.64,109.0,5.77,136.0,9.48,Medium-Sized City,99.5
Amsterdam,528.2,Weekday,Private Room,False,True,4,False,1,0,10,93,1,4.3,0.18,114.52,6.06,147.03,10.25,Medium-Sized City,96.5
Amsterdam,675.6,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,94,1,3.37,2.14,128.53,6.81,180.49,12.58,Medium-Sized City,97.0
Amsterdam,675.6,Weekday,Entire Home/Apt,False,False,4,True,0,0,10,98,1,1.96,0.5,340.93,18.05,417.42,29.09,City Center,99.0
Amsterdam,515.78,Weekday,Entire Home/Apt,False,False,3,False,0,0,9,97,1,3.14,2.27,134.33,7.11,168.93,11.77,Medium-Sized City,93.5
Amsterdam,442.67,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,100,1,1.68,0.2,274.34,14.53,330.6,23.04,City Center,100.0
Amsterdam,596.16,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,98,3,1.93,0.28,459.25,24.32,571.26,39.81,City Center,99.0
Amsterdam,920.49,Weekday,Entire Home/Apt,False,False,4,True,0,0,10,99,3,1.25,0.94,263.36,13.95,352.2,24.54,City Center,99.5
Amsterdam,718.96,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,100,1,2.87,0.67,220.72,11.69,279.15,19.45,Medium-Sized City,100.0
Amsterdam,276.52,Weekday,Private Room,False,True,2,True,1,0,10,96,1,7.72,3.25,60.53,3.21,74.77,5.21,Suburbs,98.0
Amsterdam,988.21,Weekday,Entire Home/Apt,False,False,4,False,0,0,9,98,3,2.06,0.13,400.2,21.19,639.76,44.58,Medium-Sized City,94.0
Amsterdam,270.43,Weekday,Private Room,False,True,2,True,1,0,10,98,1,2.47,0.33,268.73,14.23,355.7,24.79,Medium-Sized City,99.0
Amsterdam,798.63,Weekday,Entire Home/Apt,False,False,4,False,1,0,8,87,2,0.22,0.26,645.97,34.2,823.44,57.38,City Center,83.5
Amsterdam,3637.66,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,97,3,0.72,0.19,442.95,23.45,540.71,37.68,City Center,98.5
Amsterdam,479.46,Weekday,Entire Home/Apt,False,False,3,False,0,0,9,92,1,2.01,1.48,208.18,11.02,245.56,17.11,Medium-Sized City,91.0
Amsterdam,934.08,Weekday,Entire Home/Apt,False,False,2,True,1,0,10,99,1,1.15,1.28,339.71,17.99,407.72,28.41,City Center,99.5
Amsterdam,639.05,Weekday,Entire Home/Apt,False,False,4,False,1,0,10,94,2,1.84,1.58,194.14,10.28,253.21,17.64,City Center,97.0
Amsterdam,1474.94,Weekday,Private Room,False,True,5,True,1,0,10,99,2,1.09,1.21,370.17,19.6,435.62,30.35,City Center,99.5
Amsterdam,1020.08,Weekday,Entire Home/Apt,False,False,4,True,0,0,9,96,2,1.39,0.13,482.46,25.55,518.99,36.16,City Center,93.0
Amsterdam,1192.09,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,98,2,0.71,0.9,451.09,23.89,646.12,45.02,City Center,99.0
Amsterdam,798.63,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,99,1,3.42,1.17,158.54,8.39,200.85,14.0,Medium-Sized City,99.5
Amsterdam,854.4,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,98,3,3.39,0.86,182.7,9.67,210.63,14.68,Medium-Sized City,99.0
Amsterdam,614.44,Weekday,Private Room,False,True,2,False,1,0,8,78,1,3.68,0.63,128.85,6.82,160.76,11.2,Medium-Sized City,79.0
Amsterdam,283.79,Weekday,Private Room,False,True,2,False,0,0,9,92,1,1.19,0.77,450.54,23.86,703.81,49.04,City Center,91.0
Amsterdam,870.11,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,98,3,3.77,1.53,120.52,6.38,156.61,10.91,Medium-Sized City,99.0
Amsterdam,180.21,Weekday,Private Room,False,True,2,False,1,0,9,90,1,2.2,1.89,224.21,11.87,278.19,19.38,Medium-Sized City,90.0
Amsterdam,242.07,Weekday,Private Room,False,True,2,True,0,0,10,97,1,8.28,0.6,55.11,2.92,68.82,4.8,Suburbs,98.5
Amsterdam,418.06,Weekday,Private Room,False,True,4,False,1,0,9,91,1,3.75,2.48,110.16,5.83,137.1,9.55,Medium-Sized City,90.5
Amsterdam,281.44,Weekday,Private Room,False,True,2,False,0,0,10,92,1,2.41,1.34,183.53,9.72,233.48,16.27,Medium-Sized City,96.0
Amsterdam,215.12,Weekday,Private Room,False,True,2,False,0,1,10,93,1,8.57,0.81,53.07,2.81,66.18,4.61,Suburbs,96.5
Amsterdam,448.53,Weekday,Private Room,False,True,2,False,1,0,10,97,1,1.1,0.35,496.15,26.27,682.35,47.55,City Center,98.5
Amsterdam,614.44,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,98,1,2.38,0.37,274.17,14.52,356.29,24.83,Medium-Sized City,99.0
Amsterdam,279.1,Weekday,Private Room,False,True,2,False,0,1,9,86,1,8.57,0.81,53.07,2.81,66.18,4.61,Suburbs,88.0
Amsterdam,663.65,Weekday,Entire Home/Apt,False,False,2,False,0,0,8,80,1,3.6,0.57,142.3,7.53,180.87,12.6,Medium-Sized City,80.0
Amsterdam,279.1,Weekday,Private Room,False,True,2,False,1,0,9,96,1,3.02,0.52,204.41,10.82,265.84,18.52,Medium-Sized City,93.0
Amsterdam,1044.69,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,100,1,0.76,0.74,526.23,27.86,605.44,42.19,City Center,100.0
Amsterdam,299.72,Weekday,Private Room,False,True,2,False,1,0,9,93,1,4.14,2.84,94.19,4.99,119.05,8.3,Medium-Sized City,91.5
Amsterdam,405.64,Weekday,Entire Home/Apt,False,False,2,False,1,0,10,89,1,3.64,0.44,123.58,6.54,154.24,10.75,Medium-Sized City,94.5
Amsterdam,2556.18,Weekday,Entire Home/Apt,False,False,6,True,1,0,10,99,3,0.97,1.1,432.55,22.9,512.24,35.69,City Center,99.5
Amsterdam,985.63,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,97,1,2.12,1.51,328.17,17.38,341.15,23.77,Medium-Sized City,98.5
Amsterdam,1214.12,Weekday,Entire Home/Apt,False,False,4,False,0,0,9,93,0,1.94,1.57,184.34,9.76,243.16,16.94,City Center,91.5
Amsterdam,305.81,Weekday,Private Room,False,True,4,True,0,0,10,96,1,3.71,0.22,119.55,6.33,149.5,10.42,Medium-Sized City,98.0
Amsterdam,937.6,Weekday,Private Room,False,True,4,False,0,1,9,92,1,1.01,0.54,475.89,25.2,761.98,53.1,City Center,91.0
Amsterdam,292.46,Weekday,Private Room,False,True,2,True,0,0,9,87,1,4.72,0.73,112.56,5.96,138.73,9.67,Medium-Sized City,88.5
Amsterdam,552.81,Weekday,Entire Home/Apt,False,False,4,True,1,0,10,99,1,4.46,0.41,115.88,6.14,149.43,10.41,Medium-Sized City,99.5
Amsterdam,1228.88,Weekday,Entire Home/Apt,False,False,4,False,1,0,8,80,2,4.02,0.61,117.69,6.23,146.0,10.17,Medium-Sized City,80.0
Amsterdam,251.92,Weekday,Private Room,False,True,2,False,0,0,8,86,1,2.43,0.31,157.01,8.31,192.16,13.39,Medium-Sized City,83.0
Amsterdam,258.24,Weekday,Private Room,False,True,2,False,1,0,9,91,1,3.17,0.91,203.66,10.78,232.55,16.2,Medium-Sized City,90.5
Amsterdam,562.89,Weekday,Private Room,False,True,4,False,0,0,10,96,1,0.96,0.99,525.88,27.85,497.46,34.66,City Center,98.0
Amsterdam,462.12,Weekday,Entire Home/Apt,False,False,2,False,0,1,10,90,0,0.37,0.13,560.64,29.69,844.85,58.87,City Center,95.0
Amsterdam,458.37,Weekday,Entire Home/Apt,False,False,2,True,1,0,10,99,1,2.15,1.39,395.24,20.93,349.67,24.37,Medium-Sized City,99.5
Amsterdam,184.43,Weekday,Private Room,False,True,2,True,0,0,10,98,1,3.47,1.03,142.31,7.54,176.1,12.27,Medium-Sized City,99.0
Amsterdam,780.59,Weekday,Entire Home/Apt,False,False,4,False,1,0,10,100,2,2.22,0.15,225.64,11.95,299.82,20.89,Medium-Sized City,100.0
Amsterdam,228.72,Weekday,Private Room,False,True,2,False,1,0,10,90,1,1.26,1.13,374.48,19.83,495.9,34.55,City Center,95.0
Amsterdam,221.45,Weekday,Private Room,False,True,2,True,1,0,10,100,1,10.85,0.76,42.03,2.23,52.24,3.64,Suburbs,100.0
Amsterdam,385.96,Weekday,Private Room,False,True,2,False,1,0,9,93,0,0.16,0.37,625.91,33.14,1022.0,71.21,City Center,91.5
Amsterdam,436.34,Weekday,Entire Home/Apt,False,False,3,False,0,0,9,90,1,3.31,0.52,131.02,6.94,165.08,11.5,Medium-Sized City,90.0
Amsterdam,626.39,Weekday,Entire Home/Apt,False,False,4,True,1,0,10,97,2,2.26,0.46,238.08,12.61,310.6,21.64,Medium-Sized City,98.5
Amsterdam,835.89,Weekday,Entire Home/Apt,False,False,2,False,0,0,10,100,1,1.13,0.42,404.93,21.44,564.19,39.31,City Center,100.0
Amsterdam,833.31,Weekday,Entire Home/Apt,False,False,4,False,0,0,10,97,2,2.38,0.48,263.67,13.96,330.89,23.06,Medium-Sized City,98.5
